listing_id,raw_output
297," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
    ""Allwetterreifen"": true
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""MULTIBEAM"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""Burmester 3D"": false,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true
  }
}"
298," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle""
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": false,
    ""Burmester (Standard)"": true,
    ""AMG Line"": true,
    ""Pano"": true,
    ""Sitzheizung vorn"": true,
    ""Spiegel-Paket"": true,
    ""Airbag Beifahrerseite abschaltbar"": true,
    ""Aktive Motorhaube"": true,
    ""Antriebs-Schlupfregelung (ASR)"": true,
    ""Antriebsart"": ""Allradantrieb"",
    ""Armaturentafel Oberteil in Ledernachbildung Artico"": true,
    ""Außenspiegel elektr. verstell- und heizbar"": true,
    ""Beckenairbag vorn (Pelvisbag)"": true,
    ""Bremsassistent"": true,
    ""Design- und Ausstattungslinie AMG Line"": true,
    ""elektronisches Traktionssystem (ETS)"": true,
    ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
    ""Fahrassistenz-System: aktiver Bremsassistent"": true,
    ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
    ""Fahrassistenz-System: Berganfahrhilfe"": true,
    ""Fahrassistenz-System: Seitenwind-Assistent"": true,
    ""Feststellbremse elektrisch"": true,
    ""Gepäcknetz / Tasche an Vordersitzlehne"": true,
    ""Gepäckraumabdeckung / Rollo"": true,
    ""Handschuhfach mit Kühlfunktion"": true,
    ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
    ""Heckleuchten LED"": true,
    ""Infotainment-System: Mercedes me connect"": true,
    ""Innenausstattung: Zierteile Aluminium"": true,
    ""Innenhimmel Stoff"": true,
    ""Intelligent Light System LED"": true,
    ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
    ""Karosserie: 5-türig"": true,
    ""Klimaautomatik (Thermatic 2-Zonen)"": true,
    ""Knieairbag Fahrerseite"": true,
    ""Komfort-Fahrwerk (Agility Control)"": true,
    ""Kopf-Airbag-System (Windowbag)"": true,
    ""Kraftstofftank: vergrößert"": true,
    ""Kühlerjalousie, regelbar (Airpanel)"": true,
    ""Lenkrad (Sport) mit Multifunktion"": true,
    ""Lenksäule (Lenkrad) mechan. verstellbar"": true,
    ""Mercedes-Benz Notrufsystem"": true,
    ""Mittelarmlehne hinten"": true,
    ""Motor 3.0 Ltr. - 190 kW CDI KAT"": true,
    ""PRE-SAFE-System"": true,
    ""Radstand 2915 mm"": true,
    ""Reifendruck-Kontrollsystem"": true,
    ""Rückfahrkamera"": true,
    ""Rücksitzlehne geteilt / klappbar"": true,
    ""Schadstoffarm nach Abgasnorm Euro 6"": true,
    ""SCR-System (AdBlue-Technologie)"": true,
    ""Seitenairbag (Sidebag) vorn"": true,
    ""Sitzbezug / Polsterung: Ledernachbildung Artico"": true,
    ""Sitze vorn elektr. verstellbar"": true,
    ""Sonnenblenden mit Spiegel (beleuchtet)"": true,
    ""Sportsitze vorn"": true,
    ""Start/Stop-Anlage"": true,
    ""Steckdose (12V-Anschluß)"": true,
    ""Steckdose (12V-Anschluß) im Koffer-/Laderaum"": true,
    ""Vorrüstung Dachträgersystem"": true,
    ""Warnanlage / Statusanzeige für Sicherheitsgurte im Fond"": true,
    ""Wärmeschutzverglasung"": true,
    ""Sitzheizung vorn"": true,
    ""Regensensor"": true
  }
}"
299," {
  ""TÜV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach (Allwetterreifen)"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC, ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM, ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen, THERMOTRONIC, Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen, THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
300," {
  ""TUV"": true,
  ""Scheckheft"": true,
  ""Bereifung"": ""8-fach"",
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester 3D"": true,
  ""Burmester (Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true
}"
301," {
  ""TEIL 1"": {
    ""TUV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach. Allwetterreifen."",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""MULTIBEAM"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
  },
}"
302," {
  ""tuv"": true,
  ""scheckheft"": true,
  ""bereifung"": {
    ""typ"": ""8-fach"",
    ""unterart"": ""Allwetterreifen""
  },
  ""garantie"": 24,
  ""unfallfrei"": true,
  ""mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""ausstattung"": {
    ""distronic_acc"": true,
    ""multibeam_ils"": true,
    ""klima_4zonen_thermotronic"": false,
    ""klima_2zonen_thermatic"": false,
    ""burmester_3d"": false,
    ""burmester_standard"": false,
    ""amg_line"": true,
    ""pano"": false
  }
}"
303," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
  }
}"
304," {
  ""TÜV"": ""NEU"",
  ""Scheckheft"": ""keine Angabe"",
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": ""nein"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": ""true"",
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
305," {
  ""TUV"": ""TÜV wird bei Übergabe neu gemacht"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
306," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""Abstandsregeltempomat"": ""DISTRONIC"",
  ""Matrix-LED / MULTIBEAM"": ""MULTIBEAM"",
  ""Klimaautomatik (4-Zonen / THERMOTRONIC)"": ""4-Zonen, THERMOTRONIC"",
  ""Burmester High-End 3D-Soundsystem"": ""Burmester 3D"",
  ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"": ""AMG Line"",
  ""Panorama-Schiebedach"": ""Pano"",
  ""Getriebe automatisch 9-Gang"": ""Keine Angabe"",
  ""Reifendruckkontrolle (RDK)"": ""Keine Angabe"",
  ""Außenspiegel elektrisch anklappbar"": ""Keine Angabe"",
  ""Einbruch- und Diebstahlwarnanlage Basis (EDW)"": ""Einbruch- und Diebstahlwarnanlage"",
  ""Vordersitze elektrisch einstellbar"": ""Keine Angabe"",
  ""Klimaautomatik 2 Zonen"": ""2-Zonen, THERMATIC"",
  ""Zierelemente – Aluminium"": ""Zierelemente"",
  ""Leder / Nappa / Semianilin - schwarz / anthrazit"": ""Keine Angabe"",
  ""Single-Laufwerk DVD"": ""Single-Laufwerk DVD"",
  ""Glas dunkel getönt"": ""Keine Angabe"",
  ""Sitzheizung für Fahrer und Beifahrer"": ""Keine Angabe"",
  ""Scheibenwaschanlage beheizt"": ""Keine Angabe"",
  ""Sensorik u. Sirene Einbruch- u. Diebstahlwarnanlage"": ""Sensorik u. Sirene Einbruch- und Diebstahlwarnanlage"",
  ""Automatische Rückwandtür"": ""Keine Angabe"",
  ""KEYLESS-Start"": ""KEYLESS-Start"",
  ""Kraftstoffbehälter mit größerem Inhalt-Volumen2"": ""Kraftstoffbehälter"",
  ""Laderaum-/Kofferraumpaket"": ""Keine Angabe"",
  ""Spiegel-Paket"": ""Keine Angabe"",
  ""Diebstahlschutz-Paket"": ""Keine Angabe"",
  ""Night-Paket"": ""Night-Paket"",
  ""Lordosenverstellung vorne"": ""Keine Angabe"",
  ""Fussmatten – AMG"": ""Fussmatten"",
  ""Bremsanlage verstärkt"": ""Keine Angabe"",
  ""Serviceleistung"": {
    ""Gebrauchtwagen-Garantie"": ""12 oder 24 Monate"",
    ""Inzahlungnahme Ihres Gebrauchten"": ""Keine Angabe"",
    ""Qualitätssiegel möglich bei anerkannten Prüfstellen"": ""Keine Angabe"",
    ""Finanzierungsangebot"": ""Keine Angabe""
  },
  ""Öffnungszeiten"": {
    ""Montag bis Freitag 09.00 - 19.00 Uhr"": ""Keine Angabe"",
    ""Samstag 09.00 Uhr - 17.00 Uhr"": ""Keine Angabe"",
    ""Sonntag Besichtigung nach tel. Vereinbarung"": ""Keine Angabe""
  },
  ""Ausstellungsort"": ""deutsches Fahrzeug, kein Reimport""
}"
307," {
  ""TEIL_1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach, Allwetterreifen"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL_2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": false,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
  }
}"
308," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""ServiceAneu"": true,
  ""Bereifung"": {
    ""Fachbereift"": true,
    ""Allwetterreifen"": true,
    ""Sommerreifen"": true,
    ""Winterreifen"": true,
    ""AnzahlReifen"": ""8-fach""
  },
  ""Garantie"": ""Junge Sterne 24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4Zonen_THERMOTRONIC_Klima_hinten"": false,
  ""2Zonen_THERMATIC_Klima"": true,
  ""Burmester3D"": false,
  ""Burmester"": true,
  ""AMGLine"": true,
  ""Pano"": true
}"
309," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neue"": true,
  ""Bereifung"": {
    ""8-fach bereift"": true,
    ""Winter und Sommer"": true,
    ""Allwetterreifen"": false,
    ""Ganzjahresreifen"": false
  },
  ""Garantie"": {
    ""Junge Sterne 24 Monate"": true,
    ""Garantie 1 Jahr"": false
  },
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC, ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM, ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen, THERMOTRONIC, Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen, THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": {
    ""Night-Paket erwähnt wird?"": false,
    ""AMG Line"": true
  },
  ""Pano"": ""Panorama-Schiebedach""
}"
310," {
  ""TUV"": ""Neu"",
  ""Scheckheft"": ""Lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": true,
  ""2_Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester"": true,
  ""AMG_Line"": true,
  ""Pano"": true,
  ""Gepaeckraumabdeckung"": true,
  ""Aluoptik"": true,
  ""Lendenwirbelstütze"": true,
  ""elekt. verstellb. Fahrersitz"": true,
  ""Sitzheizung Fahrer + Beifahrer"": true,
  ""Lichtsensor"": true,
  ""Waermeschutzvergl."": true,
  ""12 V Zusatzanschluss"": true,
  ""Schadstoffklasse"": ""Euro 6"",
  ""Diesel"": true,
  ""Lederlenkrad"": true,
  ""HSN_1313"": true,
  ""TSN_EQV"": true,
  ""Partikelfilter"": true,
  ""Totwinkelassistent"": true,
  ""Reifendruckanzeige"": true,
  ""Start/Stop-Automatik"": true,
  ""Tagfahrlicht"": true,
  ""Kurvenlicht/Abbiegelicht"": true,
  ""Rückfahrkamera"": true,
  ""Berganfahrhilfe"": true,
  ""Lichtabblendautomatik"": true,
  ""scheibenwaschdüsen beheizbar"": true,
  ""Lenkrad-Schaltpaddles"": true,
  ""ISOFIX - Aufnahme (Kindersitz)"": true,
  ""LED - Scheinwerfer"": true,
  ""LED - Blinkleuchten"": true,
  ""LED - Tagfahrlicht"": true,
  ""Panoramadach"": true,
  ""Bluetooth"": true,
  ""Einparkhilfe-Sensor vorn"": true,
  ""Einparkhilfe-Sensor hinten"": true,
  ""Freisprecheinrichtung"": true,
  ""Knieairbag"": false,
  ""Spurhalteassistent"": true
}"
311," {
  ""TEIL_1"": {
    ""TUV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach, Allwetterreifen"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle""
  },
  ""TEIL_2"": {
    ""DISTRONIC"": ""Abstandsregeltempomat (DISTRONIC)"",
    ""MULTIBEAM"": ""Matrix-LED / MULTIBEAM"",
    ""4-Zonen, THERMOTRONIC, Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
    ""2-Zonen, THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
    ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
    ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
    ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
    ""Pano"": ""Panorama-Schiebedach""
  }
}"
312," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""12 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Keine"",
  },
  ""TEIL 2"": {
    ""DISTRONIC"": ""Abstandsregeltempomat (DISTRONIC)"",
    ""MULTIBEAM"": ""Matrix-LED / MULTIBEAM"",
    ""4-Zonen"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
    ""2-Zonen"": ""Keine (nicht angegeben)"",
    ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
    ""Burmester"": ""Burmester Surround-Soundsystem"",
    ""AMG Line"": {
      ""Night-Paket"": false,
      ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"": true
    },
    ""Pano"": ""Panorama-Schiebedach"",
  }
}"
313," {
  ""TUV"": ""neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""keine angegeben"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen_THERMATIC"": ""Keine Eintragung"",
  ""Burmester_3D"": ""keine Eintragung"",
  ""Burmester_Standard"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": {
    ""AMG Line"": true,
    ""Night-Paket"": false
  },
  ""Pano"": ""keine Eintragung""
}"
314," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""ACC"": true,
  ""MULTIBEAM"": true,
  ""ILS"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""2-Zonen"": false,
  ""THERMATIC"": false,
  ""Burmester 3D"": false,
  ""Burmester (Standard)"": true,
  ""AMG Line"": true,
  ""Pano"": false
}"
315," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service_A_neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
316," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""Keine Angabe"",
  ""Bereifung"": ""8-fach (keine Angabe zu Allwetterreifen)"",
  ""Garantie"": ""24 Monate (Junge Sterne 24 Monate)"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": false,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_Standard"": false,
  ""AMG Line"": true,
  ""Pano"": false,
  ""Airbag Beifahrerseite abschaltbar"": false,
  ""Ambiente-Beleuchtung"": false,
  ""Anhängerkupplung schwenkbar (2950kg)"": true,
  ""Audio-Navigationssystem: COMAND Online"": true,
  ""TFT-Farbdisplay (8,0 Zoll)"": true,
  ""Durchladeeinrichtung"": true,
  ""Paket: Spur"": true,
  ""Außenspiegel mit Totwinkel-Assistent"": true,
  ""Spurhalteassistent"": true,
  ""Fernlichtassistent Adaptive plus"": true,
  ""Verkehrszeichenerkennung"": true,
  ""Feuerlöscher"": true,
  ""Fußmatten Velours"": true,
  ""Gepäck-/Laderaumabdeckung inkl. Sicherheitsnetz"": true,
  ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
  ""Infotainment-System: Remote Online"": true,
  ""Innenhimmel Stoff"": false,
  ""Intelligent Light System LED"": true,
  ""Metallic-Lackierung"": true,
  ""Park-Paket"": true,
  ""aktiver Park-Assistent"": true,
  ""Kamerasystem 360 Grad"": true,
  ""Reifen-Reparaturset (Tirefit)"": true,
  ""Scheibenwaschanlage beheizt"": true,
  ""Schiebe-/Hebedach elektrisch (Glas)"": true,
  ""Seitenscheiben hinten und Heckscheibe abgedunkelt"": true,
  ""Leder"": true,
  ""Sitzheizung hinten"": true,
  ""Sitzheizung vorn"": true,
  ""Smartphone integriert"": false,
  ""Spiegel-Paket"": false,
  ""Außenspiegel elektr. anklappbar"": false,
  ""Außenspiegel mit Umfeldleuchte"": false,
  ""Außenspiegel mit Abblendautomatik"": true,
  ""Serienausstattung"": true,
  ""Außenspiegel elektr. verstell- und heizbar, beide"": true,
  ""Dachreling (Aluminium)"": true,
  ""Berganfahrhilfe"": true,
  ""Getriebe Automatik - (9-Stufen)"": true,
  ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
  ""Klimaautomatik (Thermatic 2-Zonen)"": false
}"
